customer_id,snapshot_year,event_type,exposure_at_default,recovered_amount,annual_income,credit_score_internal,rating_grade,default_flag,batch_run_date,recovery_rate,lgd,segment
1104,2024,recovery,679178,120898.0,1024108,574,5,1,2024-02-15,0.1780063547405834,0.8219936452594165,Retail
1105,2024,recovery,529498,98434.0,616928,715,2,1,2024-02-15,0.1859006077454494,0.8140993922545505,Corporate
1107,2024,recovery,477164,326330.0,976746,503,4,1,2024-03-16,0.683894845378109,0.316105154621891,Retail
1108,2024,recovery,711752,458495.0,866291,618,1,1,2024-03-31,0.6441780283019928,0.3558219716980072,Corporate
1109,2024,recovery,547220,393232.0,1061901,601,7,1,2024-01-16,0.7185994663937721,0.2814005336062278,Retail
1110,2024,recovery,739327,797740.0,1091964,662,5,1,2024-03-01,1.0790083413699216,-0.0790083413699216,Retail
1112,2024,recovery,187630,176520.0,1053307,736,3,1,2024-03-31,0.9407877205137772,0.0592122794862228,Corporate
1114,2024,recovery,588937,104548.0,475259,593,5,1,2024-03-16,0.1775198365869354,0.8224801634130645,Retail
1115,2024,recovery,747899,630780.0,427993,505,1,1,2024-02-15,0.8434026519623639,0.1565973480376361,Corporate
1116,2024,recovery,862570,774023.0,1114883,562,5,1,2024-03-31,0.8973451430028867,0.1026548569971133,Retail
1117,2024,recovery,530805,600531.0,676232,500,4,1,2024-03-16,1.1313589736343854,-0.1313589736343854,Retail
1118,2024,recovery,957312,508393.0,783216,604,3,1,2024-03-01,0.5310630181173954,0.4689369818826046,Corporate
1120,2024,recovery,304298,43719.0,403641,580,4,1,2024-03-31,0.1436716639609856,0.8563283360390144,Retail
1122,2024,recovery,556046,298456.0,577303,577,4,1,2024-02-15,0.5367469597839027,0.4632530402160972,Retail
1124,2024,recovery,592880,342628.0,262676,527,4,1,2024-03-31,0.5779044663338281,0.4220955336661719,Retail
1125,2024,recovery,882262,604141.0,933454,705,7,1,2024-03-31,0.6847637096463409,0.3152362903536591,Retail
1126,2024,recovery,463298,715962.0,1055598,513,2,1,2024-03-31,1.545359574183355,-0.545359574183355,Corporate
1128,2024,recovery,331601,575874.0,500076,573,2,1,2024-01-01,1.736647356310747,-0.736647356310747,Corporate
1129,2024,recovery,606930,24825.0,795934,733,1,1,2024-02-15,0.0409025752557955,0.9590974247442045,Corporate
1130,2024,recovery,902236,918868.0,602202,646,3,1,2024-01-01,1.0184342012511138,-0.0184342012511138,Corporate
1132,2024,recovery,719657,565214.0,1101651,607,1,1,2024-03-16,0.7853935972275682,0.2146064027724318,Corporate
1133,2024,recovery,582974,333179.0,804903,734,2,1,2024-02-15,0.5715160538891958,0.4284839461108042,Corporate
1136,2024,recovery,371718,546195.0,504188,535,1,1,2024-02-15,1.4693800138814908,-0.4693800138814907,Corporate
1137,2024,recovery,566802,149335.0,719412,629,4,1,2024-03-01,0.2634694302419539,0.736530569758046,Retail
1138,2024,recovery,275965,798161.0,375126,618,2,1,2024-03-31,2.8922544525573897,-1.8922544525573897,Corporate
1139,2024,recovery,626055,798269.0,263539,658,1,1,2024-01-31,1.2750780682208431,-0.2750780682208431,Corporate
1140,2024,recovery,743780,876770.0,1069771,571,7,1,2024-03-16,1.1788028718169352,-0.1788028718169352,Retail
1141,2024,recovery,105017,266888.0,926245,634,3,1,2024-01-16,2.541379014826171,-1.541379014826171,Corporate
1142,2024,recovery,567799,710574.0,422786,589,7,1,2024-03-16,1.2514534192557578,-0.2514534192557578,Retail
1143,2024,recovery,793948,782294.0,709179,628,1,1,2024-01-31,0.9853214568208496,0.0146785431791502,Corporate
1144,2024,recovery,613468,95038.0,559533,603,1,1,2024-03-31,0.1549192459916409,0.845080754008359,Corporate
1145,2024,recovery,721873,628719.0,813368,649,3,1,2024-03-16,0.8709551403086139,0.1290448596913861,Corporate
1146,2024,recovery,211689,522480.0,945735,620,3,1,2024-03-16,2.468149029944872,-1.4681490299448718,Corporate
1147,2024,recovery,818655,613536.0,1074901,656,2,1,2024-01-01,0.749443904941642,0.2505560950583579,Corporate
1148,2024,recovery,299570,489907.0,718318,533,3,1,2024-02-15,1.6353673598824985,-0.6353673598824983,Corporate
1151,2024,recovery,421471,821521.0,263113,624,1,1,2024-03-01,1.9491756253692425,-0.9491756253692424,Corporate
1152,2024,recovery,451362,402747.0,307747,638,3,1,2024-01-16,0.8922926608797374,0.1077073391202626,Corporate
1153,2024,recovery,122487,88069.0,1024865,619,6,1,2024-03-01,0.719006915019553,0.2809930849804469,Retail
1154,2024,recovery,333103,501595.0,937603,508,1,1,2024-03-31,1.5058255254380777,-0.5058255254380777,Corporate
1155,2024,recovery,134341,580483.0,659780,620,2,1,2024-01-31,4.320966793458438,-3.320966793458438,Corporate
1156,2024,recovery,891706,832430.0,1064733,573,1,1,2024-03-01,0.93352517533806,0.0664748246619401,Corporate
1158,2024,recovery,441293,566997.0,566737,669,6,1,2024-02-15,1.2848538272757557,-0.2848538272757555,Retail
1159,2024,recovery,371993,538851.0,294117,682,6,1,2024-03-01,1.4485514512369857,-0.4485514512369857,Retail
1160,2024,recovery,721688,165662.0,1146611,536,3,1,2024-03-01,0.2295479486980523,0.7704520513019477,Corporate
1161,2024,recovery,412841,706962.0,671301,616,1,1,2024-03-16,1.7124316625528957,-0.7124316625528957,Corporate
1162,2024,recovery,299302,652600.0,636535,522,2,1,2024-03-16,2.1804064122525078,-1.1804064122525073,Corporate
1163,2024,recovery,909669,874224.0,753868,709,4,1,2024-03-31,0.9610352776669316,0.0389647223330683,Retail
1164,2024,recovery,676424,112080.0,682835,661,5,1,2024-03-31,0.1656948895958747,0.8343051104041252,Retail
1165,2024,recovery,208182,861361.0,323976,708,1,1,2024-01-31,4.137538307826805,-3.137538307826805,Corporate
1166,2024,recovery,888106,363398.0,610134,634,2,1,2024-03-16,0.4091831380488365,0.5908168619511636,Corporate
1171,2024,recovery,974630,665851.0,767676,507,7,1,2024-01-16,0.6831833618911792,0.3168166381088207,Retail
1172,2024,recovery,400826,877060.0,367919,608,1,1,2024-03-16,2.1881315084350814,-1.1881315084350814,Corporate
1174,2024,recovery,913297,160324.0,470088,724,6,1,2024-01-16,0.1755442096054186,0.8244557903945814,Retail
1175,2024,recovery,420276,94266.0,400721,615,4,1,2024-01-01,0.2242954629814693,0.7757045370185307,Retail
1178,2024,recovery,877574,303551.0,887729,616,3,1,2024-01-31,0.3458978957899846,0.6541021042100154,Corporate
1179,2024,recovery,113369,336667.0,291892,534,6,1,2024-01-01,2.969656608067461,-1.969656608067461,Retail
1182,2024,recovery,853830,885976.0,889474,657,5,1,2024-01-16,1.0376491807502664,-0.0376491807502663,Retail
1183,2024,recovery,845708,408976.0,711637,590,3,1,2024-03-31,0.4835900807370865,0.5164099192629135,Corporate
1185,2024,recovery,625759,283547.0,812091,621,4,1,2024-03-01,0.4531249250909695,0.5468750749090305,Retail
1186,2024,recovery,534781,906540.0,218167,541,6,1,2024-03-01,1.6951611968263645,-0.6951611968263645,Retail
1187,2024,recovery,284821,211567.0,788682,617,3,1,2024-03-16,0.7428068857282293,0.2571931142717707,Corporate
1189,2024,recovery,688450,91135.0,626602,617,6,1,2024-03-16,0.1323770789454572,0.8676229210545428,Retail
1190,2024,recovery,682964,644872.0,587332,685,2,1,2024-03-31,0.9442254642997288,0.0557745357002711,Corporate
1191,2024,recovery,816748,547058.0,595491,699,4,1,2024-03-01,0.6698002321401461,0.3301997678598539,Retail
1192,2024,recovery,563558,192345.0,1195299,558,5,1,2024-03-16,0.3413047104290951,0.6586952895709048,Retail
1193,2024,recovery,487438,700766.0,1055820,619,5,1,2024-03-31,1.4376515577365736,-0.4376515577365736,Retail
1194,2024,recovery,711345,354894.0,527406,622,2,1,2024-01-16,0.4989055943318642,0.5010944056681357,Corporate
1195,2024,recovery,915832,524882.0,1084336,726,7,1,2024-01-31,0.5731203976275124,0.4268796023724875,Retail
1197,2024,recovery,744116,659199.0,240564,591,4,1,2024-01-01,0.8858820398970053,0.1141179601029946,Retail
1198,2024,recovery,703035,586829.0,815753,663,1,1,2024-03-01,0.8347080870795907,0.1652919129204093,Corporate
1201,2024,recovery,611415,78724.0,717144,531,3,1,2024-03-16,0.1287570635329522,0.8712429364670478,Corporate
1202,2024,recovery,759012,562519.0,446401,610,2,1,2024-03-16,0.7411200349928592,0.2588799650071408,Corporate
1203,2024,recovery,287937,85183.0,961063,503,5,1,2024-03-31,0.2958390203412552,0.7041609796587448,Retail
1204,2024,recovery,477925,339006.0,546743,695,4,1,2024-01-31,0.7093288695925093,0.2906711304074907,Retail
1205,2024,recovery,664719,523619.0,736861,683,7,1,2024-01-16,0.7877298527648525,0.2122701472351474,Retail
1206,2024,recovery,876890,313290.0,754019,715,1,1,2024-03-01,0.3572740024404429,0.6427259975595571,Corporate
1207,2024,recovery,974178,815822.0,403036,504,7,1,2024-03-16,0.8374465446766403,0.1625534553233597,Retail
1209,2024,recovery,374035,924792.0,656972,637,7,1,2024-01-31,2.472474501049367,-1.472474501049367,Retail
1211,2024,recovery,588124,343480.0,240655,736,6,1,2024-02-15,0.5840264978133863,0.4159735021866136,Retail
1212,2024,recovery,592611,328697.0,1092592,630,2,1,2024-01-01,0.5546589584061045,0.4453410415938955,Corporate
1213,2024,recovery,508890,518448.0,958874,716,3,1,2024-02-15,1.0187820550610152,-0.0187820550610151,Corporate
1215,2024,recovery,223675,300372.0,663368,712,7,1,2024-03-31,1.3428948250810326,-0.3428948250810326,Retail
1220,2024,recovery,948327,136381.0,265422,704,2,1,2024-03-01,0.1438122082361885,0.8561877917638114,Corporate
1223,2024,recovery,684949,419820.0,554235,588,4,1,2024-03-16,0.6129215459837156,0.3870784540162844,Retail
1224,2024,recovery,794212,519348.0,219462,663,5,1,2024-03-31,0.6539160828594884,0.3460839171405115,Retail
1225,2024,recovery,374722,804493.0,1123119,735,1,1,2024-02-15,2.1469062398257908,-1.1469062398257908,Corporate
1226,2024,recovery,191818,751084.0,827939,589,1,1,2024-03-16,3.915607502945501,-2.9156075029455004,Corporate
1227,2024,recovery,504542,196353.0,1008709,726,1,1,2024-03-31,0.389170772700786,0.610829227299214,Corporate
1228,2024,recovery,623273,360311.0,971134,684,1,1,2024-02-15,0.5780949920821213,0.4219050079178786,Corporate
1229,2024,recovery,201243,58353.0,398160,671,4,1,2024-02-15,0.2899628806964714,0.7100371193035286,Retail
1231,2024,recovery,987103,113715.0,905317,506,1,1,2024-03-16,0.1152007439953074,0.8847992560046926,Corporate
1232,2024,recovery,171082,321035.0,756052,513,3,1,2024-02-15,1.876497819758946,-0.8764978197589459,Corporate
1233,2024,recovery,712772,824134.0,1116049,640,3,1,2024-03-16,1.1562378993563158,-0.1562378993563158,Corporate
1234,2024,recovery,273703,92306.0,263455,506,6,1,2024-03-16,0.3372487696517758,0.6627512303482241,Retail
1235,2024,recovery,367308,27644.0,566082,682,7,1,2024-03-31,0.0752610887865224,0.9247389112134776,Retail
1236,2024,recovery,164636,329527.0,278812,625,5,1,2024-03-01,2.001548871449744,-1.0015488714497436,Retail
1237,2024,recovery,386736,171118.0,399303,517,3,1,2024-01-16,0.4424672127756402,0.5575327872243598,Corporate
1238,2024,recovery,586830,407832.0,289591,658,1,1,2024-03-01,0.6949746945452686,0.3050253054547314,Corporate
1240,2024,recovery,652073,26486.0,612774,503,7,1,2024-01-16,0.0406181516486651,0.9593818483513348,Retail
1241,2024,recovery,333886,32778.0,1089732,747,3,1,2024-01-31,0.0981712320971828,0.9018287679028172,Corporate
1242,2024,recovery,487808,762263.4216358878,323927,592,7,1,2024-03-01,1.5626300135214837,-0.5626300135214835,Retail
1243,2024,recovery,830433,709376.0,937152,533,5,1,2024-01-01,0.854224242052038,0.145775757947962,Retail
1244,2024,recovery,104696,153770.0,530557,720,3,1,2024-03-31,1.4687285092076106,-0.4687285092076105,Corporate
1246,2024,recovery,994759,195330.0,326491,511,6,1,2024-03-31,0.1963591181381621,0.8036408818618379,Retail
1249,2024,recovery,930696,814724.0,782362,554,7,1,2024-02-15,0.8753921796161153,0.1246078203838847,Retail
1250,2024,recovery,324511,479869.0,1069689,708,1,1,2024-03-31,1.4787449423902426,-0.4787449423902425,Corporate
1253,2024,recovery,742584,803837.0,1075353,570,7,1,2024-01-16,1.0824862911131938,-0.0824862911131938,Retail
1255,2024,recovery,574882,312976.0,877373,579,6,1,2024-03-31,0.5444178109594665,0.4555821890405335,Retail
1256,2024,recovery,380684,481508.7386351793,1156613,593,6,1,2024-03-01,1.264851526817989,-0.2648515268179889,Retail
1258,2024,recovery,628628,553440.0,556670,725,2,1,2024-01-31,0.88039349185846,0.1196065081415399,Corporate
1260,2024,recovery,280029,628893.0,365800,600,6,1,2024-01-16,2.2458138264251204,-1.2458138264251204,Retail
1261,2024,recovery,438144,461819.0,948734,632,7,1,2024-03-31,1.0540347465673383,-0.0540347465673385,Retail
1262,2024,recovery,271277,274816.0,543311,542,7,1,2024-03-31,1.013045706049536,-0.0130457060495361,Retail
1264,2024,recovery,650288,398936.0,1130068,557,6,1,2024-03-31,0.6134758753044804,0.3865241246955195,Retail
1267,2024,recovery,354745,57659.0,812754,526,3,1,2024-02-15,0.1625364698586308,0.8374635301413691,Corporate
1268,2024,recovery,354055,344262.0,639447,637,6,1,2024-03-01,0.9723404555789354,0.0276595444210645,Retail
1269,2024,recovery,313756,436718.0,1087555,731,5,1,2024-01-16,1.3919032624077308,-0.3919032624077307,Retail
1270,2024,recovery,200477,745085.0,211492,685,5,1,2024-03-01,3.716561002010206,-2.716561002010206,Retail
1271,2024,recovery,423022,375487.0,1197463,559,6,1,2024-03-01,0.8876299577799737,0.1123700422200263,Retail
1272,2024,recovery,904310,232527.0,243937,698,5,1,2024-03-16,0.2571319569616613,0.7428680430383386,Retail
1276,2024,recovery,212315,735796.0,631160,568,4,1,2024-01-01,3.4655865106092363,-2.4655865106092363,Retail
1277,2024,recovery,423420,876878.0,227139,677,4,1,2024-03-31,2.0709413820792597,-1.0709413820792593,Retail
1278,2024,recovery,357230,95848.0,872485,685,5,1,2024-02-15,0.2683089326204406,0.7316910673795594,Retail
1279,2024,recovery,676981,760594.0,201006,524,5,1,2024-01-01,1.1235086361360216,-0.1235086361360215,Retail
1281,2024,recovery,388365,660051.0,383219,633,7,1,2024-03-01,1.6995635549032482,-0.6995635549032482,Retail
1282,2024,recovery,783641,505740.0,833721,624,5,1,2024-03-16,0.6453720517430813,0.3546279482569187,Retail
1283,2024,recovery,539620,269668.0,388101,680,1,1,2024-03-16,0.4997368518587154,0.5002631481412846,Corporate
1285,2024,recovery,317975,62928.0,924383,744,3,1,2024-01-31,0.1979023508137432,0.8020976491862568,Corporate
1287,2024,recovery,651896,278741.0,252200,614,6,1,2024-03-31,0.4275850749199258,0.5724149250800741,Retail
1288,2024,recovery,642331,603385.0,864717,535,2,1,2024-02-15,0.939367709171751,0.0606322908282489,Corporate
1289,2024,recovery,778517,395561.0,1186709,631,3,1,2024-01-01,0.5080955200721372,0.4919044799278628,Corporate
1292,2024,recovery,722838,631597.0,513738,532,4,1,2024-03-01,0.873773929981545,0.1262260700184549,Retail
1294,2024,recovery,457659,813391.0,281393,733,1,1,2024-02-15,1.7772861453615028,-0.7772861453615028,Corporate
1295,2024,recovery,836570,316870.0,357768,739,1,1,2024-03-01,0.3787728462651063,0.6212271537348937,Corporate
1296,2024,recovery,264230,437963.0,889753,558,4,1,2024-01-01,1.6575067176323657,-0.6575067176323657,Retail
1297,2024,recovery,860427,736999.0,992114,510,3,1,2024-03-01,0.8565502942143842,0.1434497057856157,Corporate
1298,2024,recovery,701643,473493.0,406572,540,5,1,2024-03-16,0.6748346381279369,0.3251653618720631,Retail
1300,2024,recovery,971038,265701.0,661049,515,2,1,2024-01-01,0.2736257489408241,0.7263742510591759,Corporate
1301,2024,recovery,504567,931805.0,239800,737,2,1,2024-03-16,1.8467418598521108,-0.8467418598521108,Corporate
1302,2024,recovery,509680,344509.0,416965,706,4,1,2024-01-31,0.6759319573065453,0.3240680426934547,Retail
1305,2024,recovery,909067,439333.0,1109600,549,1,1,2024-03-01,0.4832790102379692,0.5167209897620307,Corporate
1306,2024,recovery,841784,75352.0,221045,686,7,1,2024-02-15,0.0895146498389135,0.9104853501610864,Retail
1307,2024,recovery,817844,800157.0,565218,672,3,1,2024-03-31,0.978373626266134,0.0216263737338661,Corporate
1308,2024,recovery,267452,781708.0,1092604,570,4,1,2024-03-16,2.9227973617695886,-1.9227973617695888,Retail
1310,2024,recovery,484592,407419.0,1115244,505,5,1,2024-02-15,0.8407464423680127,0.1592535576319873,Retail
1312,2024,recovery,300755,271770.0,467805,731,4,1,2024-03-31,0.903625874881548,0.0963741251184518,Retail
1314,2024,recovery,363051,685226.0,514504,654,5,1,2024-01-31,1.8874097578577116,-0.8874097578577114,Retail
1317,2024,recovery,432783,341275.0,726259,640,6,1,2024-03-31,0.7885591624439962,0.2114408375560038,Retail
1318,2024,recovery,988557,899824.0,1157059,582,3,1,2024-01-31,0.9102398748883472,0.0897601251116526,Corporate
1319,2024,recovery,730856,111602.0,777180,668,1,1,2024-03-01,0.1527003951530807,0.8472996048469192,Corporate
1320,2024,recovery,323378,376671.0,503046,705,7,1,2024-03-31,1.1648009450240897,-0.1648009450240894,Retail
1321,2024,recovery,681695,572982.0,531451,542,5,1,2024-01-01,0.8405254549321911,0.1594745450678089,Retail
1324,2024,recovery,540194,97848.0,559878,540,4,1,2024-03-16,0.1811349256008027,0.8188650743991973,Retail
1325,2024,recovery,566246,380039.0,682070,648,3,1,2024-03-01,0.6711552929292216,0.3288447070707784,Corporate
1328,2024,recovery,657405,354737.0,210237,643,4,1,2024-03-01,0.5396019196690016,0.4603980803309984,Retail
1329,2024,recovery,335787,589855.0,1012120,527,3,1,2024-03-31,1.756634414077972,-0.7566344140779719,Corporate
1330,2024,recovery,604563,792640.0,1180772,642,1,1,2024-03-16,1.3110957832351633,-0.3110957832351633,Corporate
1331,2024,recovery,580405,376900.0,1116280,661,7,1,2024-01-31,0.6493741439167477,0.3506258560832522,Retail
1336,2024,recovery,768058,443217.0,1149834,551,1,1,2024-03-16,0.5770618885552914,0.4229381114447086,Corporate
1338,2024,recovery,349048,280227.0,644182,661,3,1,2024-01-01,0.8028322752171622,0.1971677247828378,Corporate
1340,2024,recovery,632589,211881.0,779483,608,3,1,2024-02-15,0.3349425930580519,0.6650574069419481,Corporate
1341,2024,recovery,241749,241935.0,1121671,700,1,1,2024-03-31,1.0007693930481616,-0.0007693930481615,Corporate
1342,2024,recovery,824703,598086.0,542347,669,4,1,2024-03-16,0.7252138042422545,0.2747861957577455,Retail
1343,2024,recovery,734936,437440.0,951117,718,5,1,2024-03-01,0.5952082902456812,0.4047917097543188,Retail
1345,2024,recovery,511973,293468.0,237985,670,3,1,2024-03-01,0.5732099153666307,0.4267900846333693,Corporate
1347,2024,recovery,289894,232441.0,718354,638,6,1,2024-01-16,0.801813766411171,0.198186233588829,Retail
1348,2024,recovery,839176,126371.0,1084970,546,5,1,2024-01-01,0.1505893876850625,0.8494106123149375,Retail
1349,2024,recovery,229549,228096.0,508562,525,2,1,2024-01-01,0.9936701967771588,0.0063298032228412,Corporate
1350,2024,recovery,652303,263762.0,722823,559,4,1,2024-03-16,0.4043550313274659,0.595644968672534,Retail
1352,2024,recovery,558216,740669.0,525897,503,3,1,2024-03-16,1.3268501798586927,-0.3268501798586927,Corporate
1354,2024,recovery,521788,283186.0,512313,728,2,1,2024-03-16,0.5427223316749331,0.4572776683250669,Corporate
1355,2024,recovery,682061,296345.0,252381,707,5,1,2024-01-01,0.4344845988848504,0.5655154011151495,Retail
1356,2024,recovery,347704,520365.0,695136,649,5,1,2024-03-01,1.4965746727101212,-0.4965746727101212,Retail
